message_id,conversation_id,topic,timestamp,labeler_id,confidence
36555,3,Discussion about $PAWS token,2025-01-14T00:25:00Z,llama3.3:latest,0.7
36554,2,Discussion about XTONXWHEELROBOT,2025-01-14T00:20:00Z,llama3.3:latest,0.9
36553,1,Discussion about token giveaway,2025-01-14T00:15:00Z,llama3.3:latest,0.8
36552,0,Spam Messages,2025-01-14T00:10:00Z,llama3.3:latest,1.0
36551,4,Discussion about token burn,2025-01-14T00:05:00Z,llama3.3:latest,0.6
36550,3,Discussion about $PAWS token,2025-01-14T00:00:00Z,llama3.3:latest,0.7
36549,2,Discussion about XTONXWHEELROBOT,2025-01-13T23:55:00Z,llama3.3:latest,0.9
36548,1,Discussion about token giveaway,2025-01-13T23:50:00Z,llama3.3:latest,0.8
36547,0,Spam message,2025-01-13T23:45:00Z,llama3.3:latest,1.0
36546,4,Discussion about token burn,2025-01-13T23:40:00Z,llama3.3:latest,0.6
36545,3,Discussion about $PAWS token,2025-01-13T23:35:00Z,llama3.3:latest,0.7
36544,2,Discussion about XTONXWHEELROBOT,2025-01-13T23:30:00Z,llama3.3:latest,0.9
36543,1,Discussion about token giveaway,2025-01-13T23:25:00Z,llama3.3:latest,0.8
36542,0,Spam message,2025-01-13T23:20:00Z,llama3.3:latest,1.0
36541,4,Discussion about token burn,2025-01-13T23:15:00Z,llama3.3:latest,0.6
36540,3,Discussion about $PAWS token,2025-01-13T23:10:00Z,llama3.3:latest,0.7
36539,2,Discussion about XTONXWHEELROBOT,2025-01-13T23:05:00Z,llama3.3:latest,0.9
36538,1,Discussion about token giveaway,2025-01-13T23:00:00Z,llama3.3:latest,0.8
36537,0,Spam message,2025-01-12T23:55:00Z,llama3.3:latest,1.0
36536,4,Discussion about token burn,2025-01-12T23:50:00Z,llama3.3:latest,0.6
36535,3,Discussion about $PAWS token,2025-01-12T23:45:00Z,llama3.3:latest,0.7
36534,2,Discussion about XTONXWHEELROBOT,2025-01-12T23:40:00Z,llama3.3:latest,0.9
36533,1,Discussion about token giveaway,2025-01-12T23:35:00Z,llama3.3:latest,0.8
36532,0,Spam message,2025-01-12T23:30:00Z,llama3.3:latest,1.0
36531,4,Discussion about token burn,2025-01-12T23:25:00Z,llama3.3:latest,0.6
36530,3,Discussion about $PAWS token,2025-01-12T23:20:00Z,llama3.3:latest,0.7
36529,2,Discussion about XTONXWHEELROBOT,2025-01-12T23:15:00Z,llama3.3:latest,0.9
36528,1,Discussion about token giveaway,2025-01-12T23:10:00Z,llama3.3:latest,0.8
36527,0,Spam message,2025-01-11T23:05:00Z,llama3.3:latest,1.0
36526,4,Discussion about token burn,2025-01-11T23:00:00Z,llama3.3:latest,0.6
36525,3,Discussion about $PAWS token,2025-01-10T22:55:00Z,llama3.3:latest,0.7
36524,2,Discussion about XTONXWHEELROBOT,2025-01-09T22:50:00Z,llama3.3:latest,0.9
36523,1,Discussion about token giveaway,2025-01-08T22:45:00Z,llama3.3:latest,0.8
36522,0,Spam message,2025-01-07T22:40:00Z,llama3.3:latest,1.0
36521,4,Discussion about token burn,2025-01-06T22:35:00Z,llama3.3:latest,0.6
36520,3,Discussion about $PAWS token,2025-01-05T22:30:00Z,llama3.3:latest,0.7
36519,2,Discussion about XTONXWHEELROBOT,2025-01-04T22:25:00Z,llama3.3:latest,0.9
36518,1,Discussion about token giveaway,2025-01-03T22:20:00Z,llama3.3:latest,0.8
36517,0,Spam message,2025-01-02T22:15:00Z,llama3.3:latest,1.0
36516,4,Discussion about token burn,2025-01-01T22:10:00Z,llama3.3:latest,0.6
36515,3,Discussion about $PAWS token,2024-12-31T22:05:00Z,llama3.3:latest,0.7
36514,2,Discussion about XTONXWHEELROBOT,2024-12-30T22:00:00Z,llama3.3:latest,0.9
36513,1,Discussion about token giveaway,2024-12-29T21:55:00Z,llama3.3:latest,0.8
36512,0,Spam message,2024-12-28T21:50:00Z,llama3.3:latest,1.0
36511,4,Discussion about token burn,2024-12-27T21:45:00Z,llama3.3:latest,0.6
36510,3,Discussion about $PAWS token,2024-12-26T21:40:00Z,llama3.3:latest,0.7
36509,2,Discussion about XTONXWHEELROBOT,2024-12-25T21:35:00Z,llama3.3:latest,0.9
36508,1,Discussion about token giveaway,2024-12-24T21:30:00Z,llama3.3:latest,0.8
36507,0,Spam message,2024-12-23T21:25:00Z,llama3.3:latest,1.0
36506,4,Discussion about token burn,2024-12-22T21:20:00Z,llama3.3:latest,0.6
36505,3,Discussion about $PAWS token,2024-12-21T21:15:00Z,llama3.3:latest,0.7
36504,2,Discussion about XTONXWHEELROBOT,2024-12-20T21:10:00Z,llama3.3:latest,0.9
36503,1,Discussion about token giveaway,2024-12-19T21:05:00Z,llama3.3:latest,0.8
36502,0,Spam message,2024-12-18T21:00:00Z,llama3.3:latest,1.0
36501,4,Discussion about token burn,2024-12-17T20:55:00Z,llama3.3:latest,0.6
36500,3,Discussion about $PAWS token,2024-12-16T20:50:00Z,llama3.3:latest,0.7
36499,2,Discussion about XTONXWHEELROBOT,2024-12-15T20:45:00Z,llama3.3:latest,0.9
36498,1,Discussion about token giveaway,2024-12-14T20:40:00Z,llama3.3:latest,0.8
36497,0,Spam message,2024-12-13T20:35:00Z,llama3.3:latest,1.0
36496,4,Discussion about token burn,2024-12-12T20:30:00Z,llama3.3:latest,0.6
36495,3,Discussion about $PAWS token,2024-12-11T20:25:00Z,llama3.3:latest,0.7
36494,2,Discussion about XTONXWHEELROBOT,2024-12-10T20:20:00Z,llama3.3:latest,0.9
36493,1,Discussion about token giveaway,2024-12-09T20:15:00Z,llama3.3:latest,0.8
36492,0,Spam message,2024-12-08T20:10:00Z,llama3.3:latest,1.0
36491,4,Discussion about token burn,2024-12-07T20:05:00Z,llama3.3:latest,0.6
36490,3,Discussion about $PAWS token,2024-12-06T20:00:00Z,llama3.3:latest,0.7
36489,2,Discussion about XTONXWHEELROBOT,2024-12-05T19:55:00Z,llama3.3:latest,0.9
36488,1,Discussion about token giveaway,2024-12-04T19:50:00Z,llama3.3:latest,0.8
36487,0,Spam message,2024-12-03T19:45:00Z,llama3.3:latest,1.0
36486,4,Discussion about token burn,2024-12-02T19:40:00Z,llama3.3:latest,0.6
36485,3,Discussion about $PAWS token,2024-12-01T19:35:00Z,llama3.3:latest,0.7
36484,2,Discussion about XTONXWHEELROBOT,2024-11-30T19:30:00Z,llama3.3:latest,0.9
36483,1,Discussion about token giveaway,2024-11-29T19:25:00Z,llama3.3:latest,0.8
36482,0,Spam message,2024-11-28T19:20:00Z,llama3.3:latest,1.0
36481,4,Discussion about token burn,2024-11-27T19:15:00Z,llama3.3:latest,0.6
36480,3,Discussion about $PAWS token,2024-11-26T19:10:00Z,llama3.3:latest,0.7
36479,2,Discussion about XTONXWHEELROBOT,2024-11-25T19:05:00Z,llama3.3:latest,0.9
36478,1,Discussion about token giveaway,2024-11-24T19:00:00Z,llama3.3:latest,0.8
36477,0,Spam message,2024-11-23T18:55:00Z,llama3.3:latest,1.0
36476,4,Discussion about token burn,2024-11-22T18:50:00Z,llama3.3:latest,0.6
36475,3,Discussion about $PAWS token,2024-11-21T18:45:00Z,llama3.3:latest,0.7
36474,2,Discussion about XTONXWHEELROBOT,2024-11-20T18:40:00Z,llama3.3:latest,0.9
36473,1,Discussion about token giveaway,2024-11-19T18:35:00Z,llama3.3:latest,0.8
36472,0,Spam message,2024-11-18T18:30:00Z,llama3.3:latest,1.0
36471,4,Discussion about token burn,2024-11-17T18:25:00Z,llama3.3:latest,0.6
36470,3,Discussion about $PAWS token,2024-11-16T18:20:00Z,llama3.3:latest,0.7
36469,2,Discussion about XTONXWHEELROBOT,2024-11-15T18:15:00Z,llama3.3:latest,0.9
36468,1,Discussion about token giveaway,2024-11-14T18:10:00Z,llama3.3:latest,0.8
36467,0,Spam message,2024-11-13T18:05:00Z,llama3.3:latest,1.0
36466,4,Discussion about token burn,2024-11-12T18:00:00Z,llama3.3:latest,0.6
36465,3,Discussion about $PAWS token,2024-11-11T17:55:00Z,llama3.3:latest,0.7
36464,2,Discussion about XTONXWHEELROBOT,2024-11-10T17:50:00Z,llama3.3:latest,0.9
36463,1,Discussion about token giveaway,2024-11-09T17:45:00Z,llama3.3:latest,0.8
36462,0,Spam message,2024-11-08T17:40:00Z,llama3.3:latest,1.0
36461,4,Discussion about token burn,2024-11-07T17:35:00Z,llama3.3:latest,0.6
36460,3,Discussion about $PAWS token,2024-11-06T17:30:00Z,llama3.3:latest,0.7
36459,2,Discussion about XTONXWHEELROBOT,2024-11-05T17:25:00Z,llama3.3:latest,0.9
36458,1,Discussion about token giveaway,2024-11-04T17:20:00Z,llama3.3:latest,0.8
36457,0,Spam message,2024-11-03T17:15:00Z,llama3.3:latest,1.0
36456,4,Discussion about token burn,2024-11-02T17:10:00Z,llama3.3:latest,0.6
36455,3,Discussion about $PAWS token,2024-11-01T17:05:00Z,llama3.3:latest,0.7
36454,2,Discussion about XTONXWHEELROBOT,2024-10-31T17:00:00Z,llama3.3:latest,0.9
36453,1,Discussion about token giveaway,2024-10-30T16:55:00Z,llama3.3:latest,0.8
36452,0,Spam message,2024-10-29T16:50:00Z,llama3.3:latest,1.0
36451,4,Discussion about token burn,2024-10-28T16:45:00Z,llama3.3:latest,0.6
36450,3,Discussion about $PAWS token,2024-10-27T16:40:00Z,llama3.3:latest,0.7
36449,2,Discussion about XTONXWHEELROBOT,2024-10-26T16:35:00Z,llama3.3:latest,0.9
36448,1,Discussion about token giveaway,2024-10-25T16:30:00Z,llama3.3:latest,0.8
36447,0,Spam message,2024-10-24T16:25:00Z,llama3.3:latest,1.0
36446,4,Discussion about token burn,2024-10-23T16:20:00Z,llama3.3:latest,0.6
36445,3,Discussion about $PAWS token,2024-10-22T16:15:00Z,llama3.3:latest,0.7
36444,2,Discussion about XTONXWHEELROBOT,2024-10-21T16:10:00Z,llama3.3:latest,0.9
36443,1,Discussion about token giveaway,2024-10-20T16:05:00Z,llama3.3:latest,0.8
36442,0,Spam message,2024-10-19T16:00:00Z,llama3.3:latest,1.0
36441,4,Discussion about token burn,2024-10-18T15:55:00Z,llama3.3:latest,0.6
36440,3,Discussion about $PAWS token,2024-10-17T15:50:00Z,llama3.3:latest,0.7
36439,2,Discussion about XTONXWHEELROBOT,2024-10-16T15:45:00Z,llama3.3:latest,0.9
36438,1,Discussion about token giveaway,2024-10-15T15:40:00Z,llama3.3:latest,0.8
36437,0,Spam message,2024-10-14T15:35:00Z,llama3.3:latest,1.0
36436,4,Discussion about token burn,2024-10-13T15:30:00Z,llama3.3:latest,0.6
36435,3,Discussion about $PAWS token,2024-10-12T15:25:00Z,llama3.3:latest,0.7
36434,2,Discussion about XTONXWHEELROBOT,2024-10-11T15:20:00Z,llama3.3:latest,0.9
36433,1,Discussion about token giveaway,2024-10-10T15:15:00Z,llama3.3:latest,0.8
36432,0,Spam message,2024-10-09T15:10:00Z,llama3.3:latest,1.0
36431,4,Discussion about token burn,2024-10-08T15:05:00Z,llama3.3:latest,0.6
36430,3,Discussion about $PAWS token,2024-10-07T15:00:00Z,llama3.3:latest,0.7
36429,2,Discussion about XTONXWHEELROBOT,2024-10-06T14:55:00Z,llama3.3:latest,0.9
36428,1,Discussion about token giveaway,2024-10-05T14:50:00Z,llama3.3:latest,0.8
36427,0,Spam message,2024-10-04T14:45:00Z,llama3.3:latest,1.0
36426,4,Discussion about token burn,2024-10-03T14:40:00Z,llama3.3:latest,0.6
36425,3,Discussion about $PAWS token,2024-10-02T14:35:00Z,llama3.3:latest,0.7
36424,2,Discussion about XTONXWHEELROBOT,2024-10-01T14:30:00Z,llama3.3:latest,0.9
36423,1,Discussion about token giveaway,2024-09-30T14:25:00Z,llama3.3:latest,0.8
36422,0,Spam message,2024-09-29T14:20:00Z,llama3.3:latest,1.0
36421,4,Discussion about token burn,2024-09-28T14:15:00Z,llama3.3:latest,0.6
36420,3,Discussion about $PAWS token,2024-09-27T14:10:00Z,llama3.3:latest,0.7
36419,2,Discussion about XTONXWHEELROBOT,2024-09-26T14:05:00Z,llama3.3:latest,0.9
36418,1,Discussion about token giveaway,2024-09-25T14:00:00Z,llama3.3:latest,0.8
36417,0,Spam message,2024-09-24T13:55:00Z,llama3.3:latest,1.0
36416,4,Discussion about token burn,2024-09-23T13:50:00Z,llama3.3:latest,0.6
36415,3,Discussion about $PAWS token,2024-09-22T13:45:00Z,llama3.3:latest,0.7
36414,2,Discussion about XTONXWHEELROBOT,2024-09-21T13:40:00Z,llama3.3:latest,0.9
36413,1,Discussion about token giveaway,2024-09-20T13:35:00Z,llama3.3:latest,0.8
36412,0,Spam message,2024-09-19T13:30:00Z,llama3.3:latest,1.0
36411,4,Discussion about token burn,2024-09-18T13:25:00Z,llama3.3:latest,0.6
36410,3,Discussion about $PAWS token,2024-09-17T13:20:00Z,llama3.3:latest,0.7
36409,2,Discussion about XTONXWHEELROBOT,2024-09-16T13:15:00Z,llama3.3:latest,0.9
36408,1,Discussion about token giveaway,2024-09-15T13:10:00Z,llama3.3:latest,0.8
36407,0,Spam message,2024-09-14T13:05:00Z,llama3.3:latest,1.0
36406,4,Discussion about token burn,2024-09-13T13:00:00Z,llama3.3:latest,0.6
36405,3,Discussion about $PAWS token,2024-09-12T12:55:00Z,llama3.3:latest,0.7
36404,2,Discussion about XTONXWHEELROBOT,2024-09-11T12:50:00Z,llama3.3:latest,0.9
36403,1,Discussion about token giveaway,2024-09-10T12:45:00Z,llama3.3:latest,0.8
36402,0,Spam message,2024-09-09T12:40:00Z,llama3.3:latest,1.0
36401,4,Discussion about token burn,2024-09-08T12:35:00Z,llama3.3:latest,0.6
36400,3,Discussion about $PAWS token,2024-09-07T12:30:00Z,llama3.3:latest,0.7
36399,2,Discussion about XTONXWHEELROBOT,2024-09-06T12:25:00Z,llama3.3:latest,0.9
36398,1,Discussion about token giveaway,2024-09-05T12:20:00Z,llama3.3:latest,0.8
36397,0,Spam message,2024-09-04T12:15:00Z,llama3.3:latest,1.0
36396,4,Discussion about token burn,2024-09-03T12:10:00Z,llama3.3:latest,0.6
36395,3,Discussion about $PAWS token,2024-09-02T12:05:00Z,llama3.3:latest,0.7
36394,2,Discussion about XTONXWHEELROBOT,2024-09-01T12:00:00Z,llama3.3:latest,0.9
36393,1,Discussion about token giveaway,2024-08-31T11:55:00Z,llama3.3:latest,0.8
36392,0,Spam message,2024-08-30T11:50:00Z,llama3.3:latest,1.0
36391,4,Discussion about token burn,2024-08-29T11:45:00Z,llama3.3:latest,0.6
36390,3,Discussion about $PAWS token,2024-08-28T11:40:00Z,llama3.3:latest,0.7
36389,2,Discussion about XTONXWHEELROBOT,2024-08-27T11:35:00Z,llama3.3:latest,0.9
36388,1,Discussion about token giveaway,2024-08-26T11:30:00Z,llama3.3:latest,0.8
36387,0,Spam message,2024-08-25T11:25:00Z,llama3.3:latest,1.0
36386,4,Discussion about token burn,2024-08-24T11:20:00Z,llama3.3:latest,0.6
36385,3,Discussion about $PAWS token,2024-08-23T11:15:00Z,llama3.3:latest,0.7
36384,2,Discussion about XTONXWHEELROBOT,2024-08-22T11:10:00Z,llama3.3:latest,0.9
36383,1,Discussion about token giveaway,2024-08-21T11:05:00Z,llama3.3:latest,0.8
36382,0,Spam message,2024-08-20T11:00:00Z,llama3.3:latest,1.0
36381,4,Discussion about token burn,2024-08-19T10:55:00Z,llama3.3:latest,0.6
36380,3,Discussion about $PAWS token,2024-08-18T10:50:00Z,llama3.3:latest,0.7
36379,2,Discussion about XTONXWHEELROBOT,2024-08-17T10:45:00Z,llama3.3:latest,0.9
36378,1,Discussion about token giveaway,2024-08-16T10:40:00Z,llama3.3:latest,0.8
36377,0,Spam message,2024-08-15T10:35:00Z,llama3.3:latest,1.0
36376,4,Discussion about token burn,2024-08-14T10:30:00Z,llama3.3:latest,0.6
36375,3,Discussion about $PAWS token,2024-08-13T10:25:00Z,llama3.3:latest,0.7
36374,2,Discussion about XTONXWHEELROBOT,2024-08-12T10:20:00Z,llama3.3:latest,0.9
36373,1,Discussion about token giveaway,2024-08-11T10:15:00Z,llama3.3:latest,0.8
36372,0,Spam message,2024-08-10T10:10:00Z,llama3.3:latest,1.0
36371,4,Discussion about token burn,2024-08-09T10:05:00Z,llama3.3:latest,0.6
36370,3,Discussion about $PAWS token,2024-08-08T10:00:00Z,llama3.3:latest,0.7
36369,2,Discussion about XTONXWHEELROBOT,2024-08-07T09:55:00Z,llama3.3:latest,0.9
36368,1,Discussion about token giveaway,2024-08-06T09:50:00Z,llama3.3:latest,0.8
36367,0,Spam message,2024-08-05T09:45:00Z,llama3.3:latest,1.0
36366,4,Discussion about token burn,2024-08-04T09:40:00Z,llama3.3:latest,0.6
36365,3,Discussion about $PAWS token,2024-08-03T09:35:00Z,llama3.3:latest,0.7
36364,2,Discussion about XTONXWHEELROBOT,2024-08-02T09:30:00Z,llama3.3:latest,0.9
36363,1,Discussion about token giveaway,2024-08-01T09:25:00Z,llama3.3:latest,0.8
36362,0,Spam message,2024-07-31T09:20:00Z,llama3.3:latest,1.0
36361,4,Discussion about token burn,2024-07-30T09:15:00Z,llama3.3:latest,0.6
36360,3,Discussion about $PAWS token,2024-07-29T09:10:00Z,llama3.3:latest,0.7
36359,2,Discussion about XTONXWHEELROBOT,2024-07-28T09:05:00Z,llama3.3:latest,0.9
36358,1,Discussion about token giveaway,2024-07-27T09:00:00Z,llama3.3:latest,0.8
36357,0,Spam message,2024-07-26T08:55:00Z,llama3.3:latest,1.0
36356,4,Discussion about token burn,2024-07-25T08:50:00Z,llama3.3:latest,0.6
36355,3,Discussion about $PAWS token,2024-07-24T08:45:00Z,llama3.3:latest,0.7
36354,2,Discussion about XTONXWHEELROBOT,2024-07-23T08:40:00Z,llama3.3:latest,0.9
36353,1,Discussion about token giveaway,2024-07-22T08:35:00Z,llama3.3:latest,0.8
36352,0,Spam message,2024-07-21T08:30:00Z,llama3.3:latest,1.0
36351,4,Discussion about token burn,2024-07-20T08:25:00Z,llama3.3:latest,0.6
36350,3,Discussion about $PAWS token,2024-07-19T08:20:00Z,llama3.3:latest,0.7
36349,2,Discussion about XTONXWHEELROBOT,2024-07-18T08:15:00Z,llama3.3:latest,0.9
36348,1,Discussion about token giveaway,2024-07-17T08:10:00Z,llama3.3:latest,0.8
36347,0,Spam message,2024-07-16T08:05:00Z,llama3.3:latest,1.0
36346,4,Discussion about token burn,2024-07-15T08:00:00Z,llama3.3:latest,0.6
36345,3,Discussion about $PAWS token,2024-07-14T07:55:00Z,llama3.3:latest,0.7
36344,2,Discussion about XTONXWHEELROBOT,2024-07-13T07:50:00Z,llama3.3:latest,0.9
36343,1,Discussion about token giveaway,2024-07-12T07:45:00Z,llama3.3:latest,0.8
36342,0,Spam message,2024-07-11T07:40:00Z,llama3.3:latest,1.0
36341,4,Discussion about token burn,2024-07-10T07:35:00Z,llama3.3:latest,0.6
36340,3,Discussion about $PAWS token,2024-07-09T07:30:00Z,llama3.3:latest,0.7
36339,2,Discussion about XTONXWHEELROBOT,2024-07-08T07:25:00Z,llama3.3:latest,0.9
36338,1,Discussion about token giveaway,2024-07-07T07:20:00Z,llama3.3:latest,0.8
36337,0,Spam message,2024-07-06T07:15:00Z,llama3.3:latest,1.0
36336,4,Discussion about token burn,2024-07-05T07:10:00Z,llama3.3:latest,0.6
36335,3,Discussion about $PAWS token,2024-07-04T07:05:00Z,llama3.3:latest,0.7
36334,2,Discussion about XTONXWHEELROBOT,2024-07-03T07:00:00Z,llama3.3:latest,0.9
36333,1,Discussion about token giveaway,2024-07-02T06:55:00Z,llama3.3:latest,0.8
36332,0,Spam message,2024-07-01T06:50:00Z,llama3.3:latest,1.0
36331,4,Discussion about token burn,2024-06-30T06:45:00Z,llama3.3:latest,0.6
36330,3,Discussion about $PAWS token,2024-06-29T06:40:00Z,llama3.3:latest,0.7
36329,2,Discussion about XTONXWHEELROBOT,2024-06-28T06:35:00Z,llama3.3:latest,0.9
36328,1,Discussion about token giveaway,2024-06-27T06:30:00Z,llama3.3:latest,0.8
36327,0,Spam message,2024-06-26T06:25:00Z,llama3.3:latest,1.0
36326,4,Discussion about token burn,2024-06-25T06:20:00Z,llama3.3:latest,0.6
36325,3,Discussion about $PAWS token,2024-06-24T06:15:00Z,llama3.3:latest,0.7
36324,2,Discussion about XTONXWHEELROBOT,2024-06-23T06:10:00Z,llama3.3:latest,0.9
36323,1,Discussion about token giveaway,2024-06-22T06:05:00Z,llama3.3:latest,0.8
36322,0,Spam message,2024-06-21T06:00:00Z,llama3.3:latest,1.0
36321,4,Discussion about token burn,2024-06-20T05:55:00Z,llama3.3:latest,0.6
36320,3,Discussion about $PAWS token,2024-06-19T05:50:00Z,llama3.3:latest,0.7
36319,2,Discussion about XTONXWHEELROBOT,2024-06-18T05:45:00Z,llama3.3:latest,0.9
36318,1,Discussion about token giveaway,2024-06-17T05:40:00Z,llama3.3:latest,0.8
36317,0,Spam message,2024-06-16T05:35:00Z,llama3.3:latest,1.0
36316,4,Discussion about token burn,2024-06-15T05:30:00Z,llama3.3:latest,0.6
36315,3,Discussion about $PAWS token,2024-06-14T05:25:00Z,llama3.3:latest,0.7
36314,2,Discussion about XTONXWHEELROBOT,2024-06-13T05:20:00Z,llama3.3:latest,0.9
36313,1,Discussion about token giveaway,2024-06-12T05:15:00Z,llama3.3:latest,0.8
36312,0,Spam message,2024-06-11T05:10:00Z,llama3.3:latest,1.0
36311,4,Discussion about token burn,2024-06-10T05:05:00Z,llama3.3:latest,0.6
36310,3,Discussion about $PAWS token,2024-06-09T05:00:00Z,llama3.3:latest,0.7
36309,2,Discussion about XTONXWHEELROBOT,2024-06-08T04:55:00Z,llama3.3:latest,0.9
36308,1,Discussion about token giveaway,2024-06-07T04:50:00Z,llama3.3:latest,0.8
36307,0,Spam message,2024-06-06T04:45:00Z,llama3.3:latest,1.0
36306,4,Discussion about token burn,2024-06-05T04:40:00Z,llama3.3:latest,0.6
36305,3,Discussion about $PAWS token,2024-06-04T04:35:00Z,llama3.3:latest,0.7
36304,2,Discussion about XTONXWHEELROBOT,2024-06-03T04:30:00Z,llama3.3:latest,0.9
36303,1,Discussion about token giveaway,2024-06-02T04:25:00Z,llama3.3:latest,0.8
36302,0,Spam message,2024-06-01T04:20:00Z,llama3.3:latest,1.0
36301,4,Discussion about token burn,2024-05-31T04:15:00Z,llama3.3:latest,0.6
36300,3,Discussion about $PAWS token,2024-05-30T04:10:00Z,llama3.3:latest,0.7
36299,2,Discussion about XTONXWHEELROBOT,2024-05-29T04:05:00Z,llama3.3:latest,0.9
36298,1,Discussion about token giveaway,2024-05-28T04:00:00Z,llama3.3:latest,0.8
36297,0,Spam message,2024-05-27T03:55:00Z,llama3.3:latest,1.0
